2018;09;01;07;00;21.49;56.00;1012.40;0.00;0.00;0.00;0.00;0.00;0.00;56.85;0.00;9.47;81.25;17.73;119.17;35.93;114.25;21.24
2018;09;01;08;00;23.30;50.00;1012.90;0.00;0.00;0.00;0.00;0.00;0.00;60.00;56.96;7.97;71.57;14.20;120.47;36.69;105.95;27.00
2018;09;01;09;00;27.17;44.00;1012.80;0.00;0.00;0.00;0.00;0.00;0.00;60.00;242.08;10.64;113.96;13.04;117.98;33.96;122.01;26.64
2018;09;01;10;00;29.45;38.00;1012.60;0.00;0.00;0.00;0.00;0.00;0.00;60.00;429.87;22.04;128.37;26.21;127.18;32.96;139.87;26.64
2018;09;01;11;00;30.17;38.00;1013.10;0.00;0.00;0.00;0.00;0.00;0.00;60.00;595.41;27.75;135.53;33.10;134.12;37.16;144.46;33.48
2018;09;01;12;00;29.88;42.00;1013.20;0.00;0.00;0.00;0.00;0.00;0.00;60.00;726.24;30.42;140.28;35.97;138.65;40.20;141.18;35.64
2018;09;01;13;00;28.08;60.00;1013.90;0.00;0.00;0.00;0.00;0.00;0.00;60.00;802.78;29.30;142.99;33.91;142.77;34.11;135.00;38.52
2018;09;01;14;00;28.47;59.00;1013.80;0.00;0.00;0.00;0.00;0.00;0.00;60.00;837.49;29.76;145.35;34.95;145.49;29.60;138.95;38.52
2018;09;01;15;00;28.48;60.00;1013.80;0.00;0.00;0.00;0.00;0.00;0.00;60.00;814.35;28.28;148.54;33.77;148.51;27.46;145.68;36.00
2018;09;01;16;00;27.58;65.00;1013.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;737.81;26.09;152.02;30.60;151.93;24.02;150.36;30.96
2018;09;01;17;00;26.63;70.00;1013.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;613.21;22.38;154.26;26.41;154.13;22.48;148.09;31.68
2018;09;01;18;00;25.97;72.00;1013.20;0.00;0.00;0.00;0.00;0.00;0.00;60.00;453.90;19.00;152.95;22.86;153.84;21.87;147.09;25.56
2018;09;01;19;00;24.79;77.00;1012.60;0.00;0.00;0.00;0.00;0.00;0.00;60.00;269.67;15.32;150.42;19.83;150.64;23.58;148.74;22.32
2018;09;01;20;00;21.94;92.00;1012.50;0.00;0.00;0.00;0.00;0.00;0.00;5.39;80.10;6.41;141.84;14.28;146.31;24.08;148.45;17.64
2018;09;01;21;00;21.30;96.00;1013.40;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;5.86;100.62;12.98;133.88;24.20;136.81;11.52
2018;09;01;22;00;22.04;91.00;1013.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;6.49;86.82;11.02;128.37;26.79;131.19;15.84
2018;09;01;23;00;22.48;87.00;1013.40;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;6.99;78.11;10.32;119.25;31.34;137.33;15.84
2018;09;02;00;00;22.03;88.00;1013.80;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;7.63;70.71;9.75;94.24;33.75;146.31;16.92
2018;09;02;01;00;21.62;87.00;1013.70;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;7.57;64.65;9.37;92.20;31.60;137.77;10.44
2018;09;02;02;00;21.17;87.00;1013.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;8.65;87.61;15.00;120.26;31.88;161.57;19.44
2018;09;02;03;00;20.56;89.00;1012.80;0.00;0.00;21.00;0.00;0.00;21.00;0.00;0.00;10.04;104.53;22.61;127.23;36.30;172.59;18.72
2018;09;02;04;00;21.76;85.00;1013.00;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.00;10.97;113.20;21.92;132.34;35.65;181.16;19.08
2018;09;02;05;00;21.55;87.00;1012.90;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.00;11.30;112.48;20.93;130.82;29.72;191.17;18.72
2018;09;02;06;00;21.61;87.00;1012.40;0.10;0.00;100.00;0.00;0.00;100.00;0.00;0.00;11.04;109.03;20.47;129.29;22.07;208.24;17.28
2018;09;02;07;00;21.14;88.00;1012.90;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.00;10.90;97.59;21.49;121.29;16.64;231.15;19.44
2018;09;02;08;00;22.83;77.00;1012.80;0.00;0.00;100.00;9.00;0.00;100.00;0.00;47.17;14.35;107.53;22.24;119.05;12.90;239.86;31.32
2018;09;02;09;00;24.13;76.00;1013.00;0.00;0.00;100.00;2.00;0.00;100.00;0.00;171.77;25.46;133.85;31.06;135.00;8.09;200.85;32.04
2018;09;02;10;00;24.02;80.00;1013.50;0.00;0.00;100.00;0.00;0.00;100.00;0.00;203.81;27.27;137.68;32.38;138.15;9.96;167.47;37.80
2018;09;02;11;00;24.10;81.00;1013.30;0.00;0.00;100.00;0.00;0.00;100.00;0.00;228.73;27.03;138.24;32.14;138.63;12.73;171.87;32.04
2018;09;02;12;00;24.20;81.00;1013.30;0.00;0.00;100.00;9.00;0.00;100.00;0.00;261.66;27.57;139.24;32.96;139.87;15.84;181.30;37.08
2018;09;02;13;00;25.38;74.00;1013.80;0.00;0.00;100.00;0.00;0.00;100.00;0.00;494.84;24.48;151.93;27.70;152.10;15.58;139.69;23.76
2018;09;02;14;00;25.59;75.00;1013.20;0.00;0.00;100.00;0.00;0.00;100.00;0.00;511.75;22.88;155.85;25.48;156.70;19.65;151.56;24.48
2018;09;02;15;00;24.88;78.00;1013.00;0.00;0.00;100.00;0.00;0.00;100.00;0.00;520.65;19.42;169.32;20.83;170.05;20.36;171.87;18.72
2018;09;02;16;00;23.89;83.00;1012.60;0.00;0.00;100.00;0.00;0.00;100.00;0.00;433.43;14.51;187.13;14.97;189.69;20.90;190.92;11.88
2018;09;02;17;00;23.28;85.00;1012.40;0.00;0.00;100.00;0.00;0.00;100.00;0.00;378.25;12.18;214.16;12.39;215.54;20.77;205.68;7.92
2018;09;02;18;00;22.21;89.00;1011.90;0.00;0.00;100.00;0.00;0.00;100.00;0.00;270.56;12.39;234.46;12.18;235.84;20.19;219.94;11.16
2018;09;02;19;00;21.65;91.00;1011.80;0.00;0.00;100.00;0.00;0.00;100.00;0.00;161.09;11.92;244.98;11.77;246.57;20.15;228.62;13.32
2018;09;02;20;00;20.16;97.00;1011.90;0.00;0.00;0.00;0.00;0.00;0.00;3.94;64.08;8.31;265.03;11.97;276.91;20.88;234.12;10.08
2018;09;02;21;00;20.15;94.00;1012.30;0.00;0.00;38.00;0.00;0.00;38.00;0.00;0.00;9.16;315.00;18.22;322.22;20.68;238.52;15.84
2018;09;02;22;00;19.60;95.00;1013.20;0.00;0.00;19.00;0.00;0.00;19.00;0.00;0.00;5.01;338.96;10.03;338.96;19.88;238.32;13.32
2018;09;02;23;00;19.56;98.00;1013.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2.55;81.87;7.63;109.29;19.39;238.67;2.52
2018;09;03;00;00;19.01;99.00;1013.10;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.00;1.80;126.87;10.01;142.31;16.61;240.10;6.84
2018;09;03;01;00;19.72;95.00;1013.40;0.00;0.00;100.00;0.00;48.00;100.00;0.00;0.00;1.14;251.57;5.40;180.00;12.41;240.46;7.56
2018;09;03;02;00;19.87;93.00;1012.90;0.00;0.00;100.00;100.00;100.00;100.00;0.00;0.00;4.90;287.10;5.40;270.00;8.70;245.56;7.92
2018;09;03;03;00;19.83;90.00;1012.70;0.00;0.00;100.00;100.00;100.00;100.00;0.00;0.00;9.00;306.87;11.21;312.40;6.62;247.62;9.36
2018;09;03;04;00;19.46;89.00;1012.40;0.00;0.00;100.00;100.00;100.00;100.00;0.00;0.00;11.48;311.19;15.02;315.97;7.17;252.47;11.88
2018;09;03;05;00;19.11;89.00;1012.30;0.00;0.00;100.00;0.00;100.00;100.00;0.00;0.00;11.97;313.78;15.27;315.00;8.40;260.13;12.60
2018;09;03;06;00;18.77;89.00;1011.90;0.00;0.00;100.00;0.00;100.00;100.00;0.00;0.00;12.31;307.87;15.79;313.15;9.36;270.00;12.96
2018;09;03;07;00;18.55;89.00;1012.10;0.00;0.00;100.00;0.00;100.00;100.00;0.00;0.00;10.80;306.87;14.29;310.91;10.66;281.69;14.04
2018;09;03;08;00;19.10;84.00;1012.40;0.00;0.00;100.00;0.00;100.00;100.00;0.00;40.05;11.30;300.65;12.48;303.23;12.41;286.86;12.96
2018;09;03;09;00;20.52;76.00;1012.30;0.00;0.00;100.00;0.00;100.00;100.00;0.00;194.02;11.30;292.48;11.59;295.77;14.24;286.14;11.88
2018;09;03;10;00;21.88;70.00;1012.70;0.00;0.00;73.00;0.00;0.00;73.00;13.40;401.39;10.74;283.57;10.37;290.32;15.60;288.85;13.32
2018;09;03;11;00;23.13;64.00;1012.60;0.00;0.00;43.00;0.00;0.00;43.00;32.55;581.17;12.96;270.00;12.29;275.04;15.83;287.20;14.40
2018;09;03;12;00;24.12;60.00;1012.90;0.00;0.00;21.00;0.00;21.00;0.00;46.60;712.00;16.39;261.16;15.52;266.01;16.52;286.46;17.28
2018;09;03;13;00;24.26;62.00;1013.40;0.00;0.00;100.00;0.00;0.00;100.00;0.00;602.53;18.53;262.18;16.95;266.35;13.01;255.58;18.36
2018;09;03;14;00;24.31;61.00;1012.90;0.00;0.00;100.00;0.00;0.00;100.00;0.00;744.04;20.83;260.05;19.30;261.42;12.25;245.70;20.16
2018;09;03;15;00;24.17;61.00;1013.30;0.00;0.00;9.00;0.00;0.00;9.00;54.26;776.97;21.83;256.65;21.32;258.31;12.10;239.62;21.24
2018;09;03;16;00;23.42;66.00;1012.60;0.00;0.00;36.00;0.00;0.00;36.00;37.02;728.91;23.75;255.96;24.10;256.17;13.85;242.10;26.28
2018;09;03;17;00;22.94;68.00;1012.60;0.00;0.00;5.00;0.00;0.00;5.00;56.81;598.97;23.14;264.64;23.47;265.60;18.72;247.38;23.40
2018;09;03;18;00;22.61;67.00;1012.50;0.00;0.00;4.00;0.00;0.00;4.00;57.45;448.56;20.93;273.95;21.39;276.77;17.25;246.64;20.16
2018;09;03;19;00;21.52;73.00;1012.20;0.00;0.00;13.00;0.00;0.00;13.00;51.70;262.55;18.84;276.58;20.01;278.28;17.37;264.05;20.88
2018;09;03;20;00;20.29;81.00;1012.70;0.00;0.00;23.00;0.00;0.00;23.00;1.87;70.31;16.34;277.59;17.94;280.41;17.29;267.61;18.72
2018;09;03;21;00;19.63;87.00;1013.00;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.00;14.51;277.13;15.68;279.25;17.70;265.33;19.08
2018;09;03;22;00;19.23;88.00;1013.20;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.00;12.14;281.98;12.92;282.88;18.36;270.00;17.28
2018;09;03;23;00;18.70;90.00;1013.10;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.00;9.96;282.53;10.31;282.09;19.16;275.39;14.40
2018;09;04;00;00;18.32;91.00;1013.20;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.00;7.70;280.78;7.70;280.78;20.88;270.00;13.68
2018;09;04;01;00;17.90;93.00;1013.30;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.00;3.96;270.00;3.96;270.00;21.41;253.39;12.96
2018;09;04;02;00;17.72;94.00;1012.70;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.00;2.62;164.05;2.90;172.87;23.34;250.17;9.72
2018;09;04;03;00;17.89;95.00;1013.00;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.00;6.48;180.00;7.95;185.19;21.18;238.20;11.52
2018;09;04;04;00;18.35;95.00;1012.70;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.00;8.31;197.65;11.28;196.70;21.87;237.09;11.88
2018;09;04;05;00;17.41;95.00;1012.50;0.10;0.00;100.00;0.00;0.00;100.00;0.00;0.00;7.99;234.16;9.98;244.36;23.13;249.03;13.32
2018;09;04;06;00;16.91;95.00;1012.30;0.10;0.00;100.00;0.00;0.00;100.00;0.00;0.00;5.19;236.31;6.61;240.64;23.47;249.34;12.60
2018;09;04;07;00;16.94;95.00;1012.60;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.00;3.88;158.20;4.02;169.70;27.21;252.28;9.00
2018;09;04;08;00;17.21;94.00;1013.00;0.00;0.00;100.00;0.00;0.00;100.00;0.00;17.80;4.51;118.61;4.51;118.61;30.30;246.18;8.28
2018;09;04;09;00;17.75;90.00;1013.00;0.10;0.00;100.00;0.00;0.00;100.00;0.00;76.54;7.99;144.16;8.09;147.72;28.55;256.14;11.52
2018;09;04;10;00;17.68;91.00;1013.30;0.30;0.00;100.00;0.00;0.00;100.00;0.00;97.90;13.78;139.24;14.80;138.95;15.79;226.85;18.72
2018;09;04;11;00;18.81;88.00;1013.20;0.60;0.00;100.00;0.00;0.00;100.00;0.00;118.37;16.75;151.78;17.92;157.56;29.02;223.99;24.12
2018;09;04;12;00;18.96;88.00;1013.40;0.60;0.00;100.00;0.00;0.00;100.00;0.00;202.03;20.55;176.99;22.73;176.37;30.65;236.50;23.76
2018;09;04;13;00;24.86;62.00;1013.60;0.00;0.00;10.00;0.00;0.00;10.00;53.62;743.15;19.17;219.67;20.15;221.38;14.81;244.06;18.00
2018;09;04;14;00;24.85;63.00;1013.20;0.00;0.00;10.00;0.00;0.00;10.00;53.62;769.85;20.62;224.29;21.64;224.33;15.98;247.48;19.80
2018;09;04;15;00;24.73;63.00;1013.20;0.00;0.00;0.00;0.00;0.00;0.00;60.00;775.19;21.17;228.45;22.45;228.90;15.26;250.71;20.52
2018;09;04;16;00;24.40;64.00;1012.90;0.00;0.00;0.00;0.00;0.00;0.00;60.00;720.90;21.47;235.24;23.36;236.31;13.80;254.88;21.96
2018;09;04;17;00;23.82;68.00;1012.80;0.00;0.00;0.00;0.00;0.00;0.00;60.00;600.75;21.12;240.38;23.04;241.03;12.73;261.87;21.96
2018;09;04;18;00;22.99;73.00;1012.60;0.00;0.00;0.00;0.00;0.00;0.00;60.00;441.44;20.95;245.64;22.74;246.68;12.65;265.10;21.96
2018;09;04;19;00;21.81;80.00;1012.70;0.00;0.00;0.00;0.00;0.00;0.00;60.00;256.32;19.26;249.19;22.09;250.97;13.08;262.09;22.68
2018;09;04;20;00;20.15;90.00;1012.80;0.00;0.00;0.00;0.00;0.00;0.00;1.00;68.53;13.56;259.29;19.60;262.61;15.04;258.96;21.96
2018;09;04;21;00;19.64;92.00;1013.40;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;9.26;283.50;16.31;292.04;16.81;260.13;14.40
2018;09;04;22;00;18.98;94.00;1014.10;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.00;10.59;305.31;15.70;306.61;16.95;257.74;13.68
2018;09;04;23;00;19.35;91.00;1014.10;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.00;11.53;308.66;12.31;307.87;16.60;257.47;16.92
2018;09;05;00;00;18.72;91.00;1014.70;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.00;10.80;306.87;11.30;307.23;18.00;253.74;15.84
2018;09;05;01;00;18.28;92.00;1015.00;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.00;9.69;301.33;10.19;302.01;19.93;249.93;15.84
2018;09;05;02;00;17.89;94.00;1014.70;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.00;8.23;293.20;9.03;293.50;22.38;242.20;15.48
2018;09;05;03;00;17.74;95.00;1014.80;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.00;5.94;284.04;7.52;286.70;23.04;241.03;13.68
2018;09;05;04;00;17.72;95.00;1014.60;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.00;4.33;274.76;6.16;276.71;22.13;248.03;11.52
2018;09;05;05;00;17.64;95.00;1014.60;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.00;2.88;270.00;4.33;274.76;22.01;254.83;12.24
2018;09;05;06;00;17.54;96.00;1014.50;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.00;0.00;180.00;1.30;303.69;22.67;259.94;10.08
2018;09;05;07;00;17.55;96.00;1015.10;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.00;0.51;135.00;0.00;180.00;23.02;260.10;10.08
2018;09;05;08;00;17.88;94.00;1015.40;0.00;0.00;100.00;0.00;0.00;100.00;0.00;17.80;2.41;206.57;3.10;215.54;20.36;261.87;8.64
2018;09;05;09;00;18.58;90.00;1015.40;0.00;0.00;100.00;0.00;0.00;100.00;0.00;106.80;5.69;214.70;5.86;222.51;19.86;292.38;9.36
2018;09;05;10;00;18.71;89.00;1015.60;0.00;0.00;100.00;0.00;0.00;100.00;0.00;161.09;8.29;214.38;8.71;218.29;17.78;301.76;10.08
2018;09;05;11;00;19.18;85.00;1015.80;0.00;0.00;100.00;0.00;0.00;100.00;0.00;263.44;10.38;213.69;10.59;215.31;16.18;302.28;9.00
2018;09;05;12;00;21.04;73.00;1015.80;0.00;0.00;8.00;0.00;0.00;8.00;54.89;582.95;13.00;221.63;12.74;222.71;15.32;299.58;11.16
2018;09;05;13;00;24.33;62.00;1016.30;0.00;0.00;10.00;0.00;0.00;10.00;53.62;789.43;20.47;235.75;21.87;237.09;13.04;309.40;19.80
2018;09;05;14;00;24.90;60.00;1016.10;0.00;0.00;3.00;0.00;0.00;3.00;58.09;768.96;21.25;243.87;22.55;241.39;18.84;296.08;24.12
2018;09;05;15;00;26.29;50.00;1015.50;0.00;0.00;10.00;0.00;0.00;10.00;53.62;580.28;19.60;277.39;18.00;286.26;18.97;303.39;19.80
2018;09;05;16;00;26.55;46.00;1015.10;0.00;0.00;0.00;0.00;0.00;0.00;60.00;695.98;23.58;301.26;25.07;305.06;16.04;314.09;19.44
2018;09;05;17;00;25.37;52.00;1015.20;0.00;0.00;0.00;0.00;0.00;0.00;60.00;600.75;24.76;310.87;26.74;313.36;12.82;321.84;23.40
2018;09;05;18;00;23.75;60.00;1014.70;0.00;0.00;0.00;0.00;0.00;0.00;60.00;438.77;23.71;318.08;26.60;320.49;11.02;308.37;24.84
2018;09;05;19;00;21.75;69.00;1014.50;0.00;0.00;0.00;0.00;0.00;0.00;60.00;253.65;21.47;325.24;24.27;327.72;11.21;317.60;24.84
2018;09;05;20;00;19.05;81.00;1015.00;0.00;0.00;0.00;0.00;0.00;0.00;59.51;64.97;16.90;333.43;23.36;335.41;11.98;327.26;22.68
2018;09;05;21;00;17.80;89.00;1015.40;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;14.12;340.64;20.72;342.82;10.03;338.96;20.88
2018;09;05;22;00;17.05;93.00;1015.70;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;10.59;342.18;19.73;345.20;6.49;356.82;18.00
2018;09;05;23;00;16.30;93.00;1015.80;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;9.79;342.90;18.51;346.50;3.76;16.70;19.80
2018;09;06;00;00;15.53;94.00;1016.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;9.45;342.26;16.24;347.20;1.94;68.20;21.24
2018;09;06;01;00;14.88;95.00;1015.70;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;8.65;343.07;14.26;349.82;1.80;90.00;9.00
2018;09;06;02;00;14.43;95.00;1015.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;8.12;347.20;13.91;349.56;1.14;71.57;13.68
2018;09;06;03;00;14.17;95.00;1015.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;7.64;351.87;14.26;349.82;1.08;360.00;11.88
2018;09;06;04;00;13.87;95.00;1014.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;7.20;360.00;14.87;353.05;1.84;348.69;18.36
2018;09;06;05;00;13.69;95.00;1014.70;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;6.88;6.01;12.32;353.29;2.28;341.57;6.12
2018;09;06;06;00;13.65;94.00;1014.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;7.24;5.71;8.47;347.74;1.94;338.20;5.76
2018;09;06;07;00;13.55;94.00;1014.70;0.00;0.00;0.00;0.00;0.00;0.00;52.77;0.00;7.24;5.71;5.45;352.41;1.53;315.00;5.04
2018;09;06;08;00;15.41;88.00;1015.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;48.06;5.80;7.13;2.28;341.57;1.08;270.00;3.60
2018;09;06;09;00;19.13;70.00;1014.80;0.00;0.00;0.00;0.00;0.00;0.00;60.00;231.40;1.14;341.57;1.14;198.43;1.08;270.00;2.88
2018;09;06;10;00;21.83;59.00;1014.50;0.00;0.00;0.00;0.00;0.00;0.00;60.00;420.97;2.55;225.00;3.22;206.57;1.44;180.00;3.24
2018;09;06;11;00;24.25;51.00;1014.30;0.00;0.00;0.00;0.00;0.00;0.00;60.00;583.84;5.09;225.00;5.19;213.69;2.60;146.31;4.68
2018;09;06;12;00;25.94;45.00;1014.10;0.00;0.00;0.00;0.00;0.00;0.00;60.00;714.67;8.21;232.13;7.39;223.03;2.55;135.00;8.28
2018;09;06;13;00;26.91;43.00;1014.90;0.00;0.00;0.00;0.00;0.00;0.00;60.00;798.33;11.68;303.69;11.21;312.40;8.71;330.26;11.88
2018;09;06;14;00;27.05;43.00;1014.80;0.00;0.00;0.00;0.00;0.00;0.00;60.00;829.48;20.02;307.69;20.63;312.88;8.37;334.54;18.00
2018;09;06;15;00;26.46;45.00;1014.80;0.00;0.00;0.00;0.00;0.00;0.00;60.00;805.45;25.77;311.04;27.49;315.00;3.08;339.44;21.24
2018;09;06;16;00;25.71;48.00;1013.70;0.00;0.00;0.00;0.00;0.00;0.00;60.00;728.02;28.02;317.08;29.91;320.37;0.36;90.00;22.32
2018;09;06;17;00;24.71;52.00;1014.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;603.42;27.08;324.20;29.56;325.92;3.76;196.70;23.04
2018;09;06;18;00;23.19;58.00;1014.10;0.00;0.00;0.00;0.00;0.00;0.00;60.00;439.66;25.57;327.65;28.71;329.90;5.96;205.02;23.04
2018;09;06;19;00;21.08;67.00;1013.50;0.00;0.00;0.00;0.00;0.00;0.00;60.00;251.87;23.19;332.24;26.89;333.78;9.35;195.64;21.96
2018;09;06;20;00;18.08;80.00;1013.40;0.00;0.00;0.00;0.00;0.00;0.00;58.03;62.30;19.05;337.80;25.74;339.54;14.15;194.74;19.44
2018;09;06;21;00;16.72;88.00;1013.80;0.00;0.00;1.00;0.00;0.00;1.00;0.00;0.00;16.18;339.15;23.26;338.20;15.46;192.09;17.64
2018;09;06;22;00;16.18;90.00;1014.30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;13.80;344.88;23.69;343.22;15.50;182.66;23.76
2018;09;06;23;00;15.49;92.00;1013.80;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;11.37;349.05;19.21;347.01;14.80;175.82;15.48
2018;09;07;00;00;14.65;94.00;1013.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;8.71;352.87;11.90;356.53;13.90;163.44;14.76
2018;09;07;01;00;14.19;93.00;1014.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;7.56;360.00;5.35;19.65;14.24;163.86;19.80
2018;09;07;02;00;13.86;92.00;1013.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;5.45;7.59;6.11;315.00;12.90;157.01;13.32
2018;09;07;03;00;13.45;97.00;1012.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;3.40;32.01;5.01;291.04;12.30;159.44;8.64
2018;09;07;04;00;13.38;98.00;1012.80;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2.41;26.57;3.96;270.00;11.63;158.20;6.48
2018;09;07;05;00;12.96;100.00;1012.40;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2.90;352.87;3.67;281.31;11.30;149.35;7.56
2018;09;07;06;00;12.60;99.00;1012.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;3.67;348.69;4.20;329.04;11.75;139.97;9.00
2018;09;07;07;00;12.57;99.00;1012.80;0.00;0.00;0.00;0.00;0.00;0.00;51.95;0.00;3.62;354.29;3.62;354.29;12.39;144.46;8.28
2018;09;07;08;00;14.26;91.00;1012.80;0.00;0.00;0.00;0.00;0.00;0.00;60.00;47.17;3.26;353.66;2.19;350.54;12.54;140.83;10.08
2018;09;07;09;00;17.67;74.00;1012.60;0.00;0.00;0.00;0.00;0.00;0.00;60.00;231.40;1.80;323.13;2.10;329.04;11.89;144.87;9.72
2018;09;07;10;00;20.86;59.00;1013.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;421.86;7.63;289.29;8.85;296.57;10.97;156.80;10.08
2018;09;07;11;00;22.85;53.00;1012.60;0.00;0.00;0.00;0.00;0.00;0.00;60.00;586.51;13.32;270.00;14.21;278.75;7.86;164.05;13.32
2018;09;07;12;00;22.99;57.00;1012.60;0.00;0.00;15.00;0.00;0.00;15.00;50.43;716.45;17.32;249.30;17.42;251.94;4.02;190.30;18.36
2018;09;07;13;00;23.20;62.00;1013.10;0.00;0.00;33.00;0.00;33.00;6.00;38.94;785.87;16.80;225.00;16.81;223.26;6.48;90.00;13.32
2018;09;07;14;00;25.48;51.00;1012.30;0.00;0.00;44.00;0.00;44.00;0.00;31.91;808.12;15.19;238.57;14.19;234.29;1.80;36.87;15.84
2018;09;07;15;00;26.69;45.00;1011.90;0.00;0.00;0.00;0.00;0.00;0.00;60.00;793.88;20.28;286.50;20.12;296.57;9.69;285.07;20.52
2018;09;07;16;00;25.65;46.00;1011.60;0.00;0.00;0.00;0.00;0.00;0.00;60.00;725.35;23.01;290.14;22.93;292.14;10.39;284.04;20.88
2018;09;07;17;00;24.76;48.00;1011.90;0.00;0.00;0.00;0.00;0.00;0.00;60.00;599.86;24.15;296.57;25.14;299.13;8.29;272.49;20.16
2018;09;07;18;00;23.42;53.00;1011.80;0.00;0.00;0.00;0.00;0.00;0.00;60.00;436.10;24.07;304.64;26.50;306.71;6.95;248.75;20.16
2018;09;07;19;00;21.77;61.00;1011.70;0.00;0.00;0.00;0.00;0.00;0.00;60.00;247.42;22.22;310.40;24.72;312.05;7.39;223.03;22.68
2018;09;07;20;00;19.07;77.00;1012.40;0.00;0.00;0.00;0.00;0.00;0.00;56.54;58.74;16.55;315.88;23.18;316.89;9.09;213.69;21.96
2018;09;07;21;00;17.49;91.00;1013.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;11.25;320.19;19.96;320.86;7.75;248.20;18.36
2018;09;07;22;00;16.68;95.00;1013.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;8.89;328.24;18.09;328.84;7.99;277.77;19.44
2018;09;07;23;00;16.22;94.00;1013.80;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;8.70;335.56;17.88;334.98;8.91;284.04;17.64
2018;09;08;00;00;15.66;93.00;1014.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;7.49;324.78;14.88;327.85;9.39;274.40;14.40
2018;09;08;01;00;14.69;95.00;1014.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;7.90;313.15;14.77;316.97;10.81;268.09;13.68
2018;09;08;02;00;14.01;96.00;1014.10;0.00;0.00;16.00;0.00;0.00;16.00;0.00;0.00;8.40;300.96;16.58;304.38;10.59;260.22;15.12
2018;09;08;03;00;15.02;95.00;1014.60;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.00;8.37;295.46;16.30;300.53;9.35;254.36;15.48
2018;09;08;04;00;15.16;95.00;1013.80;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.00;7.75;291.80;12.10;292.75;9.11;260.91;15.12
